020,f1
99008,1300,f1
99008,1320,f1
99008,1340,f1
99008,1360,f1
99008,1380,f1
99008,1400,f1
99009,1020,f1
99009,1040,f1
99009,1060,f1
99009,1080,f1
99009,1100,f1
99009,1120,f1
99009,1140,f1
99009,1160,f1
99009,1180,f1
99009,1200,f1
99009,1220,f1
99009,1240,f1
99009,1260,f1
99009,1280,f1
99009,1300,f1
99009,1320,f1
99009,1340,f1
99009,1360,f1
99009,1380,f1
99009,1400,f1
99010,1020,f1
99010,1040,f1
99010,1060,f1
99010,1080,f1
99010,1100,f1
99010,1120,f1
99010,1140,f1
99010,1160,f1
99010,1180,f1
99010,1200,f1
99010,1220,f1
99010,1240,f1
99010,1260,f1
99010,1280,f1
99010,1300,f1
99010,1320,f1
99010,1340,f1
99010,1360,f1
99010,1380,f1
99010,1400,f1
99011,1020,f1
99011,1040,f1
99011,1060,f1
99011,1080,f1
99011,1100,f1
99011,1120,f1
99011,1140,f1
99011,1160,f1
99011,1180,f1
99011,1200,f1
99011,1220,f1
99011,1240,f1
99011,1260,f1
99011,1280,f1
99011,1300,f1
99011,1320,f1
99011,1340,f1
99011,1360,f1
99011,1380,f1
99011,1400,f1
99012,1020,f1
99012,1040,f1
99012,1060,f1
99012,1080,f1
99012,1100,f1
99012,1120,f1
99012,1140,f1
99012,1160,f1
99012,1180,f1
99012,1200,f1
99012,1220,f1
99012,1240,f1
99012,1260,f1
99012,1280,f1
99012,1300,f1
99012,1320,f1
99012,1340,f1
99012,1360,f1
99012,1380,f1
99012,1400,f1
99013,1020,f1
99013,1040,f1
99013,1060,f1
99013,1080,f1
99013,1100,f1
99013,1120,f1
99013,1140,f1
99013,1160,f1
99013,1180,f1
99013,1200,f1
99013,1220,f1
99013,1240,f1
99013,1260,f1
99013,1280,f1
99013,1300,f1
99013,1320,f1
99013,1340,f1
99013,1360,f1
99013,1380,f1
99013,1400,f1
99014,1020,f1
99014,1040,f1
99014,1060,f1
99014,1080,f1
99014,1100,f1
99014,1120,f1
99014,1140,f1
99014,1160,f1
99014,1180,f1
99014,1200,f1
99014,1220,f1
99014,1240,f1
99014,1260,f1
99014,1280,f1
99014,1300,f1
99014,1320,f1
99014,1340,f1
99014,1360,f1
99014,1380,f1
99014,1400,f1
99015,1020,f1
99015,1040,f1
99015,1060,f1
99015,1080,f1
99015,1100,f1
99015,1120,f1
99015,1140,f1
99015,1160,f1
99015,1180,f1
99015,1200,f1
99015,1220,f1
99015,1240,f1
99015,1260,f1
99015,1280,f1
99015,1300,f1
99015,1320,f1
99015,1340,f1
99015,1360,f1
99015,1380,f1
99015,1400,f1
99016,1020,f1
99016,1040,f1
99016,1060,f1
99016,1080,f1
99016,1100,f1
99016,1120,f1
99016,1140,f1
99016,1160,f1
99016,1180,f1
99016,1200,f1
99016,1220,f1
99016,1240,f1
99016,1260,f1
99016,1280,f1
99016,1300,f1
99016,1320,f1
99016,1340,f1
99016,1360,f1
99016,1380,f1
99016,1400,f1
99017,1020,f1
99017,1040,f1
99017,1060,f1
99017,1080,f1
99017,1100,f1
99017,1120,f1
99017,1140,f1
99017,1160,f1
99017,1180,f1
99017,1200,f1
99017,1220,f1
99017,1240,f1
99017,1260,f1
99017,1280,f1
99017,1300,f1
99017,1320,f1
99017,1340,f1
99017,1360,f1
99017,1380,f1
99017,1400,f1
99018,1020,f1
99018,1040,f1
99018,1060,f1
99018,1080,f1
99018,1100,f1
99018,1120,f1
99018,1140,f1
99018,1160,f1
99018,1180,f1
99018,1200,f1
99018,1220,f1
99018,1240,f1
99018,1260,f1
99018,1280,f1
99018,1300,f1
99018,1320,f1
99018,1340,f1
99018,1360,f1
99018,1380,f1
99018,1400,f1
99019,1020,f1
99019,1040,f1
99019,1060,f1
99019,1080,f1
99019,1100,f1
99019,1120,f1
99019,1140,f1
99019,1160,f1
99019,1180,f1
99019,1200,f1
99019,1220,f1
99019,1240,f1
99019,1260,f1
99019,1280,f1
99019,1300,f1
99019,1320,f1
99019,1340,f1
99019,1360,f1
99019,1380,f1
99019,1400,f1
99020,1020,f1
99020,1040,f1
99020,1060,f1
99020,1080,f1
99020,1100,f1
99020,1120,f1
99020,1140,f1
99020,1160,f1
99020,1180,f1
99020,1200,f1
99020,1220,f1
99020,1240,f1
99020,1260,f1
99020,1280,f1
99020,1300,f1
99020,1320,f1
99020,1340,f1
99020,1360,f1
99020,1380,f1
99020,1400,f1
99021,1020,f1
99021,1040,f1
99021,1060,f1
99021,1080,f1
99021,1100,f1
99021,1120,f1
99021,1140,f1
99021,1160,f1
99021,1180,f1
99021,1200,f1
99021,1220,f1
99021,1240,f1
99021,1260,f1
99021,1280,f1
99021,1300,f1
99021,1320,f1
99021,1340,f1
99021,1360,f1
99021,1380,f1
99021,1400,f1
99022,1020,f1
99022,1040,f1
99022,1060,f1
99022,1080,f1
99022,1100,f1
99022,1120,f1
99022,1140,f1
99022,1160,f1
99022,1180,f1
99022,1200,f1
99022,1220,f1
99022,1240,f1
99022,1260,f1
99022,1280,f1
99022,1300,f1
99022,1320,f1
99022,1340,f1
99022,1360,f1
99022,1380,f1
99022,1400,f1
99023,1020,f1
99023,1040,f1
99023,1060,f1
99023,1080,f1
99023,1100,f1
99023,1120,f1
99023,1140,f1
99023,1160,f1
99023,1180,f1
99023,1200,f1
99023,1220,f1
99023,1240,f1
99023,1260,f1
99023,1280,f1
99023,1300,f1
99023,1320,f1
99023,1340,f1
99023,1360,f1
99023,1380,f1
99023,1400,f1
99024,1020,f1
99024,1040,f1
99024,1060,f1
99024,1080,f1
99024,1100,f1
99024,1120,f1
99024,1140,f1
99024,1160,f1
99024,1180,f1
99024,1200,f1
99024,1220,f1
99024,1240,f1
99024,1260,f1
99024,1280,f1
99024,1300,f1
99024,1320,f1
99024,1340,f1
99024,1360,f1
99024,1380,f1
99024,1400,f1
99025,1020,f1
99025,1040,f1
99025,1060,f1
99025,1080,f1
99025,1100,f1
99025,1120,f1
99025,1140,f1
99025,1160,f1
99025,1180,f1
99025,1200,f1
99025,1220,f1
99025,1240,f1
99025,1260,f1
99025,1280,f1
99025,1300,f1
99025,1320,f1
99025,1340,f1
99025,1360,f1
99025,1380,f1
99025,1400,f1
99026,1020,f1
99026,1040,f1
99026,1060,f1
99026,1080,f1
99026,1100,f1
99026,1120,f1
99026,1140,f1
99026,1160,f1
99026,1180,f1
99026,1200,f1
99026,1220,f1
99026,1240,f1
99026,1260,f1
99026,1280,f1
99026,1300,f1
99026,1320,f1
99026,1340,f1
99026,1360,f1
99026,1380,f1
99026,1400,f1
99027,1020,f1
99027,1040,f1
99027,1060,f1
99027,1080,f1
99027,1100,f1
99027,1120,f1
99027,1140,f1
99027,1160,f1
99027,1180,f1
99027,1200,f1
99027,1220,f1
99027,1240,f1
99027,1260,f1
99027,1280,f1
99027,1300,f1
99027,1320,f1
99027,1340,f1
99027,1360,f1
99027,1380,f1
99027,1400,f1
99028,1020,f1
99028,1040,f1
99028,1060,f1
99028,1080,f1
99028,1100,f1
99028,1120,f1
99028,1140,f1
99028,1160,f1
99028,1180,f1
99028,1200,f1
99028,1220,f1
99028,1240,f1
99028,1260,f1
99028,1280,f1
99028,1300,f1
99028,1320,f1
99028,1340,f1
99028,1360,f1
99028,1380,f1
99028,1400,f1
99029,1020,f1
99029,1040,f1
99029,1060,f1
99029,1080,f1
99029,1100,f1
99029,1120,f1
99029,1140,f1
99029,1160,f1
99029,1180,f1
99029,1200,f1
99029,1220,f1
99029,1240,f1
99029,1260,f1
99029,1280,f1
99029,1300,f1
99029,1320,f1
99029,1340,f1
99029,1360,f1
99029,1380,f1
99029,1400,f1
99030,1020,f1
99030,1040,f1
99030,1060,f1
99030,1080,f1
99030,1100,f1
99030,1120,f1
99030,1140,f1
99030,1160,f1
99030,1180,f1
99030,1200,f1
99030,1220,f1
99030,1240,f1
99030,1260,f1
99030,1280,f1
99030,1300,f1
99030,1320,f1
99030,1340,f1
99030,1360,f1
99030,1380,f1
99030,1400,f1
99031,1020,f1
99031,1040,f1
99031,1060,f1
99031,1080,f1
99031,1100,f1
99031,1120,f1
99031,1140,f1
99031,1160,f1
99031,1180,f1
99031,1200,f1
99031,1220,f1
99031,1240,f1
99031,1260,f1
99031,1280,f1
99031,1300,f1
99031,1320,f1
99031,1340,f1
99031,1360,f1
99031,1380,f1
99031,1400,f1
99032,1020,f1
99032,1040,f1
99032,1060,f1
99032,1080,f1
99032,1100,f1
99032,1120,f1
99032,1140,f1
99032,1160,f1
99032,1180,f1
99032,1200,f1
99032,1220,f1
99032,1240,f1
99032,1260,f1
99032,1280,f1
99032,1300,f1
99032,1320,f1
99032,1340,f1
99032,1360,f1
99032,1380,f1
99032,1400,f1
99033,1020,f1
99033,1040,f1
99033,1060,f1
99033,1080,f1
99033,1100,f1
99033,1120,f1
99033,1140,f1
99033,1160,f1
99033,1180,f1
99033,1200,f1
99033,1220,f1
99033,1240,f1
99033,1260,f1
99033,1280,f1
99033,1300,f1
99033,1320,f1
99033,1340,f1
99033,1360,f1
99033,1380,f1
99033,1400,f1
99034,1020,f1
99034,1040,f1
99034,1060,f1
99034,1080,f1
99034,1100,f1
99034,1120,f1
99034,1140,f1
99034,1160,f1
99034,1180,f1
99034,1200,f1
99034,1220,f1
99034,1240,f1
99034,1260,f1
99034,1280,f1
99034,1300,f1
99034,1320,f1
99034,1340,f1
99034,1360,f1
99034,1380,f1
99034,1400,f1
99035,1020,f1
99035,1040,f1
99035,1060,f1
99035,1080,f1
99035,1100,f1
99035,1120,f1
99035,1140,f1
99035,1160,f1
99035,1180,f1
99035,1200,f1
99035,1220,f1
99035,1240,f1
99035,1260,f1
99035,1280,f1
99035,1300,f1
99035,1320,f1
99035,1340,f1
99035,1360,f1
99035,1380,f1
99035,1400,f1
99036,1020,f1
99036,1040,f1
99036,1060,f1
99036,1080,f1
99036,1100,f1
99036,1120,f1
99036,1140,f1
99036,1160,f1
99036,1180,f1
99036,1200,f1
99036,1220,f1
99036,1240,f1
99036,1260,f1
99036,1280,f1
99036,1300,f1
99036,1320,f1
99036,1340,f1
99036,1360,f1
99036,1380,f1
99036,1400,f1
99037,1020,f1
99037,1040,f1
99037,1060,f1
99037,1080,f1
99037,1100,f1
99037,1120,f1
99037,1140,f1
99037,1160,f1
99037,1180,f1
99037,1200,f1
99037,1220,f1
99037,1240,f1
99037,1260,f1
99037,1280,f1
99037,1300,f1
99037,1320,f1
99037,1340,f1
99037,1360,f1
99037,1380,f1
99037,1400,f1
99038,1020,f1
99038,1040,f1
99038,1060,f1
99038,1080,f1
99038,1100,f1
99038,1120,f1
99038,1140,f1
99038,1160,f1
99038,1180,f1
99038,1200,f1
99038,1220,f1
99038,1240,f1
99038,1260,f1
99038,1280,f1
99038,1300,f1
99038,1320,f1
99038,1340,f1
99038,1360,f1
99038,1380,f1
99038,1400,f1
99039,1020,f1
99039,1040,f1
99039,1060,f1
99039,1080,f1
99039,1100,f1
99039,1120,f1
99039,1140,f1
99039,1160,f1
99039,1180,f1
99039,1200,f1
99039,1220,f1
99039,1240,f1
99039,1260,f1
99039,1280,f1
99039,1300,f1
99039,1320,f1
99039,1340,f1
99039,1360,f1
99039,1380,f1
99039,1400,f1
99040,1020,f1
99040,1040,f1
99040,1060,f1
99040,1080,f1
99040,1100,f1
99040,1120,f1
99040,1140,f1
99040,1160,f1
99040,1180,f1
99040,1200,f1
99040,1220,f1
99040,1240,f1
99040,1260,f1
99040,1280,f1
99040,1300,f1
99040,1320,f1
99040,1340,f1
99040,1360,f1
99040,1380,f1
99040,1400,f1
99041,1020,f1
99041,1040,f1
99041,1060,f1
99041,1080,f1
99041,1100,f1
99041,1120,f1
99041,1140,f1
99041,1160,f1
99041,1180,f1
99041,1200,f1
99041,1220,f1
99041,1240,f1
99041,1260,f1
99041,1280,f1
99041,1300,f1
99041,1320,f1
99041,1340,f1
99041,1360,f1
99041,1380,f1
99041,1400,f1
99042,1020,f1
99042,1040,f1
99042,1060,f1
99042,1080,f1
99042,1100,f1
99042,1120,f1
99042,1140,f1
99042,1160,f1
99042,1180,f1
99042,1200,f1
99042,1220,f1
99042,1240,f1
99042,1260,f1
99042,1280,f1
99042,1300,f1
99042,1320,f1
99042,1340,f1
99042,1360,f1
99042,1380,f1
99042,1400,f1
99043,1020,f1
99043,1040,f1
99043,1060,f1
99043,1080,f1
99043,1100,f1
99043,1120,f1
99043,1140,f1
99043,1160,f1
99043,1180,f1
99043,1200,f1
99043,1220,f1
99043,1240,f1
99043,1260,f1
99043,1280,f1
99043,1300,f1
99043,1320,f1
99043,1340,f1
99043,1360,f1
99043,1380,f1
99043,1400,f1
99044,1020,f1
99044,1040,f1
99044,1060,f1
99044,1080,f1
99044,1100,f1
99044,1120,f1
99044,1140,f1
99044,1160,f1
99044,1180,f1
99044,1200,f1
99044,1220,f1
99044,1240,f1
99044,1260,f1
99044,1280,f1
99044,1300,f1
99044,1320,f1
99044,1340,f1
99044,1360,f1
99044,1380,f1
99044,1400,f1
99045,1020,f1
99045,1040,f1
99045,1060,f1
99045,1080,f1
99045,1100,f1
99045,1120,f1
99045,1140,f1
99045,1160,f1
99045,1180,f1
99045,1200,f1
99045,1220,f1
99045,1240,f1
99045,1260,f1
99045,1280,f1
99045,1300,f1
99045,1320,f1
99045,1340,f1
99045,1360,f1
99045,1380,f1
99045,1400,f1
99046,1020,f1
99046,1040,f1
99046,1060,f1
99046,1080,f1
99046,1100,f1
99046,1120,f1
99046,1140,f1
99046,1160,f1
99046,1180,f1
99046,1200,f1
99046,1220,f1
99046,1240,f1
99046,1260,f1
99046,1280,f1
99046,1300,f1
99046,1320,f1
99046,1340,f1
99046,1360,f1
99046,1380,f1
99046,1400,f1
99047,1020,f1
99047,1040,f1
99047,1060,f1
99047,1080,f1
99047,1100,f1
99047,1120,f1
99047,1140,f1
99047,1160,f1
99047,1180,f1
99047,1200,f1
99047,1220,f1
99047,1240,f1
99047,1260,f1
99047,1280,f1
99047,1300,f1
99047,1320,f1
99047,1340,f1
99047,1360,f1
99047,1380,f1
99047,1400,f1
99048,1020,f1
99048,1040,f1
99048,1060,f1
99048,1080,f1
99048,1100,f1
99048,1120,f1
99048,1140,f1
99048,1160,f1
99048,1180,f1
99048,1200,f1
99048,1220,f1
99048,1240,f1
99048,1260,f1
99048,1280,f1
99048,1300,f1
99048,1320,f1
99048,1340,f1
99048,1360,f1
99048,1380,f1
99048,1400,f1
99049,1020,f1
99049,1040,f1
99049,1060,f1
99049,1080,f1
99049,1100,f1
99049,1120,f1
99049,1140,f1
99049,1160,f1
99049,1180,f1
99049,1200,f1
99049,1220,f1
99049,1240,f1
99049,1260,f1
99049,1280,f1
99049,1300,f1
99049,1320,f1
99049,1340,f1
99049,1360,f1
99049,1380,f1
99049,1400,f1
99050,1020,f1
99050,1040,f1
99050,1060,f1
99050,1080,f1
99050,1100,f1
99050,1120,f1
99050,1140,f1
99050,1160,f1
99050,1180,f1
99050,1200,f1
99050,1220,f1
99050,1240,f1
99050,1260,f1
99050,1280,f1
99050,1300,f1
99050,1320,f1
99050,1340,f1
99050,1360,f1
99050,1380,f1
99050,1400,f1
99051,1020,f1
99051,1040,f1
99051,1060,f1
99051,1080,f1
99051,1100,f1
99051,1120,f1
99051,1140,f1
99051,1160,f1
99051,1180,f1
99051,1200,f1
99051,1220,f1
99051,1240,f1
99051,1260,f1
99051,1280,f1
99051,1300,f1
99051,1320,f1
99051,1340,f1
99051,1360,f1
99051,1380,f1
99051,1400,f1
99052,1020,f1
99052,1040,f1
99052,1060,f1
99052,1080,f1
99052,1100,f1
99052,1120,f1
99052,1140,f1
99052,1160,f1
99052,1180,f1
99052,1200,f1
99052,1220,f1
99052,1240,f1
99052,1260,f1
99052,1280,f1
99052,1300,f1
99052,1320,f1
99052,1340,f1
99052,1360,f1
99052,1380,f1
99052,1400,f1
99053,1020,f1
99053,1040,f1
99053,1060,f1
99053,1080,f1
99053,1100,f1
99053,1120,f1
99053,1140,f1
99053,1160,f1
99053,1180,f1
99053,1200,f1
99053,1220,f1
99053,1240,f1
99053,1260,f1
99053,1280,f1
99053,1300,f1
99053,1320,f1
99053,1340,f1
99053,1360,f1
99053,1380,f1
99053,1400,f1
99054,1020,f1
99054,1040,f1
99054,1060,f1
99054,1080,f1
99054,1100,f1
99054,1120,f1
99054,1140,f1
99054,1160,f1
99054,1180,f1
99054,1200,f1
99054,1220,f1
99054,1240,f1
99054,1260,f1
99054,1280,f1
99054,1300,f1
99054,1320,f1
99054,1340,f1
99054,1360,f1
99054,1380,f1
99054,1400,f1
99055,1020,f1
99055,1040,f1
99055,1060,f1
99055,1080,f1
99055,1100,f1
99055,1120,f1
99055,1140,f1
99055,1160,f1
99055,1180,f1
99055,1200,f1
99055,1220,f1
99055,1240,f1
99055,1260,f1
99055,1280,f1
99055,1300,f1
99055,1320,f1
99055,1340,f1
99055,1360,f1
99055,1380,f1
99055,1400,f1
99056,1020,f1
99056,1040,f1
99056,1060,f1
99056,1080,f1
99056,1100,f1
99056,1120,f1
99056,1140,f1
99056,1160,f1
99056,1180,f1
99056,1200,f1
99056,1220,f1
99056,1240,f1
99056,1260,f1
99056,1280,f1
99056,1300,f1
99056,1320,f1
99056,1340,f1
99056,1360,f1
99056,1380,f1
99056,1400,f1
99057,1020,f1
99057,1040,f1
99057,1060,f1
99057,1080,f1
99057,1100,f1
99057,1120,f1
99057,1140,f1
99057,1160,f1
99057,1180,f1
99057,1200,f1
99057,1220,f1
99057,1240,f1
99057,1260,f1
99057,1280,f1
99057,1300,f1
99057,1320,f1
99057,1340,f1
99057,1360,f1
99057,1380,f1
99057,1400,f1
99058,1020,f1
99058,1040,f1
99058,1060,f1
99058,1080,f1
99058,1100,f1
99058,1120,f1
99058,1140,f1
99058,1160,f1
99058,1180,f1
99058,1200,f1
99058,1220,f1
99058,1240,f1
99058,1260,f1
99058,1280,f1
99058,1300,f1
99058,1320,f1
99058,1340,f1
99058,1360,f1
99058,1380,f1
99058,1400,f1
99059,1020,f1
99059,1040,f1
99059,1060,f1
99059,1080,f1
99059,1100,f1
99059,1120,f1
99059,1140,f1
99059,1160,f1
99059,1180,f1
99059,1200,f1
99059,1220,f1
99059,1240,f1
99059,1260,f1
99059,1280,f1
99059,1300,f1
99059,1320,f1
99059,1340,f1
99059,1360,f1
99059,1380,f1
99059,1400,f1
99060,1020,f1
99060,1040,f1
99060,1060,f1
99060,1080,f1
99060,1100,f1
99060,1120,f1
99060,1140,f1
99060,1160,f1
99060,1180,f1
99060,1200,f1
99060,1220,f1
99060,1240,f1
99060,1260,f1
99060,1280,f1
99060,1300,f1
99060,1320,f1
99060,1340,f1
99060,1360,f1
99060,1380,f1
99060,1400,f1
99061,1020,f1
99061,1040,f1
99061,1060,f1
99061,1080,f1
99061,1100,f1
99061,1120,f1
99061,1140,f1
99061,1160,f1
99061,1180,f1
99061,1200,f1
99061,1220,f1
99061,1240,f1
99061,1260,f1
99061,1280,f1
99061,1300,f1
99061,1320,f1
99061,1340,f1
99061,1360,f1
99061,1380,f1
99061,1400,f1
99062,1020,f1
99062,1040,f1
99062,1060,f1
99062,1080,f1
99062,1100,f1
99062,1120,f1
99062,1140,f1
99062,1160,f1
99062,1180,f1
99062,1200,f1
99062,1220,f1
99062,1240,f1
99062,1260,f1
99062,1280,f1
99062,1300,f1
99062,1320,f1
99062,1340,f1
99062,1360,f1
99062,1380,f1
99062,1400,f1
99063,1020,f1
99063,1040,f1
99063,1060,f1
99063,1080,f1
99063,1100,f1
99063,1120,f1
99063,1140,f1
99063,1160,f1
99063,1180,f1
99063,1200,f1
99063,1220,f1
99063,1240,f1
99063,1260,f1
99063,1280,f1
99063,1300,f1
99063,1320,f1
99063,1340,f1
99063,1360,f1
99063,1380,f1
99063,1400,f1
99064,1020,f1
99064,1040,f1
99064,1060,f1
99064,1080,f1
99064,1100,f1
99064,1120,f1
99064,1140,f1
99064,1160,f1
99064,1180,f1
99064,1200,f1
99064,1220,f1
99064,1240,f1
99064,1260,f1
99064,1280,f1
99064,1300,f1
99064,1320,f1
99064,1340,f1
99064,1360,f1
99064,1380,f1
99064,1400,f1
99065,1020,f1
99065,1040,f1
99065,1060,f1
99065,1080,f1
99065,1100,f1
99065,1120,f1
99065,1140,f1
99065,1160,f1
99065,1180,f1
99065,1200,f1
99065,1220,f1
99065,1240,f1
99065,1260,f1
99065,1280,f1
99065,1300,f1
99065,1320,f1
99065,1340,f1
99065,1360,f1
99065,1380,f1
99065,1400,f1
99066,1020,f1
99066,1040,f1
99066,1060,f1
99066,1080,f1
99066,1100,f1
99066,1120,f1
99066,1140,f1
99066,1160,f1
99066,1180,f1
99066,1200,f1
99066,1220,f1
99066,1240,f1
99066,1260,f1
99066,1280,f1
99066,1300,f1
99066,1320,f1
99066,1340,f1
99066,1360,f1
99066,1380,f1
99066,1400,f1
99067,1020,f1
99067,1040,f1
99067,1060,f1
99067,1080,f1
99067,1100,f1
99067,1120,f1
99067,1140,f1
99067,1160,f1
99067,1180,f1
99067,1200,f1
99067,1220,f1
99067,1240,f1
99067,1260,f1
99067,1280,f1
99067,1300,f1
99067,1320,f1
99067,1340,f1
99067,1360,f1
99067,1380,f1
99067,1400,f1
99068,1020,f1
99068,1040,f1
99068,1060,f1
99068,1080,f1
99068,1100,f1
99068,1120,f1
99068,1140,f1
99068,1160,f1
99068,1180,f1
99068,1200,f1
99068,1220,f1
99068,1240,f1
99068,1260,f1
99068,1280,f1
99068,1300,f1
99068,1320,f1
99068,1340,f1
99068,1360,f1
99068,1380,f1
99068,1400,f1
99069,1020,f1
99069,1040,f1
99069,1060,f1
99069,1080,f1
99069,1100,f1
99069,1120,f1
99069,1140,f1
99069,1160,f1
99069,1180,f1
99069,1200,f1
99069,1220,f1
99069,1240,f1
99069,1260,f1
99069,1280,f1
99069,1300,f1
99069,1320,f1
99069,1340,f1
99069,1360,f1
99069,1380,f1
99069,1400,f1
99070,1020,f1
99070,1040,f1
99070,1060,f1
99070,1080,f1
99070,1100,f1
99070,1120,f1
99070,1140,f1
99070,1160,f1
99070,1180,f1
99070,1200,f1
99070,1220,f1
99070,1240,f1
99070,1260,f1
99070,1280,f1
99070,1300,f1
99070,1320,f1
99070,1340,f1
99070,1360,f1
99070,1380,f1
99070,1400,f1
99071,1020,f1
99071,1040,f1
99071,1060,f1
99071,1080,f1
99071,1100,f1
99071,1120,f1
99071,1140,f1
99071,1160,f1
99071,1180,f1
99071,1200,f1
99071,1220,f1
99071,1240,f1
99071,1260,f1
99071,1280,f1
99071,1300,f1
99071,1320,f1
99071,1340,f1
99071,1360,f1
99071,1380,f1
99071,1400,f1
99072,1020,f1
99072,1040,f1
99072,1060,f1
99072,1080,f1
99072,1100,f1
99072,1120,f1
99072,1140,f1
99072,1160,f1
99072,1180,f1
99072,1200,f1
99072,1220,f1
99072,1240,f1
99072,1260,f1
99072,1280,f1
99072,1300,f1
99072,1320,f1
99072,1340,f1
99072,1360,f1
99072,1380,f1
99072,1400,f1
99073,1020,f1
99073,1040,f1
99073,1060,f1
99073,1080,f1
99073,1100,f1
99073,1120,f1
99073,1140,f1
99073,1160,f1
99073,1180,f1
99073,1200,f1
99073,1220,f1
99073,1240,f1
99073,1260,f1
99073,1280,f1
99073,1300,f1
99073,1320,f1
99073,1340,f1
99073,1360,f1
99073,1380,f1
99073,1400,f1
99074,1020,f1
99074,1040,f1
99074,1060,f1
99074,1080,f1
99074,1100,f1
99074,1120,f1
99074,1140,f1
99074,1160,f1
99074,1180,f1
99074,1200,f1
99074,1220,f1
99074,1240,f1
99074,1260,f1
99074,1280,f1
99074,1300,f1
99074,1320,f1
99074,1340,f1
99074,1360,f1
99074,1380,f1
99074,1400,f1
99075,1020,f1
99075,1040,f1
99075,1060,f1
99075,1080,f1
99075,1100,f1
99075,1120,f1
99075,1140,f1
99075,1160,f1
99075,1180,f1
99075,1200,f1
99075,1220,f1
99075,1240,f1
99075,1260,f1
99075,1280,f1
99075,1300,f1
99075,1320,f1
99075,1340,f1
99075,1360,f1
99075,1380,f1
99075,1400,f1
99076,1020,f1
99076,1040,f1
99076,1060,f1
99076,1080,f1
99076,1100,f1
99076,1120,f1
99076,1140,f1
99076,1160,f1
99076,1180,f1
99076,1200,f1
99076,1220,f1
99076,1240,f1
99076,1260,f1
99076,1280,f1
99076,1300,f1
99076,1320,f1
99076,1340,f1
99076,1360,f1
99076,1380,f1
99076,1400,f1
99077,1020,f1
99077,1040,f1
99077,1060,f1
99077,1080,f1
99077,1100,f1
99077,1120,f1
99077,1140,f1
99077,1160,f1
99077,1180,f1
99077,1200,f1
99077,1220,f1
99077,1240,f1
99077,1260,f1
99077,1280,f1
99077,1300,f1
99077,1320,f1
99077,1340,f1
99077,1360,f1
99077,1380,f1
99077,1400,f1
99078,1020,f1
99078,1040,f1
99078,1060,f1
99078,1080,f1
99078,1100,f1
99078,1120,f1
99078,1140,f1
99078,1160,f1
99078,1180,f1
99078,1200,f1
99078,1220,f1
99078,1240,f1
99078,1260,f1
99078,1280,f1
99078,1300,f1
99078,1320,f1
99078,1340,f1
99078,1360,f1
99078,1380,f1
99078,1400,f1
99079,1020,f1
99079,1040,f1
99079,1060,f1
99079,1080,f1
99079,1100,f1
99079,1120,f1
99079,1140,f1
99079,1160,f1
99079,1180,f1
99079,1200,f1
99079,1220,f1
99079,1240,f1
99079,1260,f1
99079,1280,f1
99079,1300,f1
99079,1320,f1
99079,1340,f1
99079,1360,f1
99079,1380,f1
99079,1400,f1
99080,1020,f1
99080,1040,f1
99080,1060,f1
99080,1080,f1
99080,1100,f1
99080,1120,f1
99080,1140,f1
99080,1160,f1
99080,1180,f1
99080,1200,f1
99080,1220,f1
99080,1240,f1
99080,1260,f1
99080,1280,f1
99080,1300,f1
99080,1320,f1
99080,1340,f1
99080,1360,f1
99080,1380,f1
99080,1400,f1
99081,1020,f1
99081,1040,f1
99081,1060,f1
99081,1080,f1
99081,1100,f1
99081,1120,f1
99081,1140,f1
99081,1160,f1
99081,1180,f1
99081,1200,f1
99081,1220,f1
99081,1240,f1
99081,1260,f1
99081,1280,f1
99081,1300,f1
99081,1320,f1
99081,1340,f1
99081,1360,f1
99081,1380,f1
99081,1400,f1
99082,1020,f1
99082,1040,f1
99082,1060,f1
99082,1080,f1
99082,1100,f1
99082,1120,f1
99082,1140,f1
99082,1160,f1
99082,1180,f1
99082,1200,f1
99082,1220,f1
99082,1240,f1
99082,1260,f1
99082,1280,f1
99082,1300,f1
99082,1320,f1
99082,1340,f1
99082,1360,f1
99082,1380,f1
99082,1400,f1
99083,1020,f1
99083,1040,f1
99083,1060,f1
99083,1080,f1
99083,1100,f1
99083,1120,f1
99083,1140,f1
99083,1160,f1
99083,1180,f1
99083,1200,f1
99083,1220,f1
99083,1240,f1
99083,1260,f1
99083,1280,f1
99083,1300,f1
99083,1320,f1
99083,1340,f1
99083,1360,f1
99083,1380,f1
99083,1400,f1
99084,1020,f1
99084,1040,f1
99084,1060,f1
99084,1080,f1
99084,1100,f1
99084,1120,f1
99084,1140,f1
99084,1160,f1
99084,1180,f1
99084,1200,f1
99084,1220,f1
99084,1240,f1
99084,1260,f1
99084,1280,f1
99084,1300,f1
99084,1320,f1
99084,1340,f1
99084,1360,f1
99084,1380,f1
99084,1400,f1
99085,1020,f1
99085,1040,f1
99085,1060,f1
99085,1080,f1
99085,1100,f1
99085,1120,f1
99085,1140,f1
99085,1160,f1
99085,1180,f1
99085,1200,f1
99085,1220,f1
99085,1240,f1
99085,1260,f1
99085,1280,f1
99085,1300,f1
99085,1320,f1
99085,1340,f1
99085,1360,f1
99085,1380,f1
99085,1400,f1
99086,1020,f1
99086,1040,f1
99086,1060,f1
99086,1080,f1
99086,1100,f1
99086,1120,f1
99086,1140,f1
99086,1160,f1
99086,1180,f1
